cve_id,vendor_project,product,vulnerability_name,short_description,required_action,date_added,due_date,known_ransomware_campaign_use,notes,cwes,search_keywords,vendor_risk_score,product_risk_score,description_severity_score,days_since_added,remediation_window_days,days_until_due,recency_score,urgency_score,cwe_count,has_critical_cwe,cwe_risk_score,avg_cwe_criticality,ransomware_confirmed,ransomware_unknown,overall_threat_score,threat_level,threat_binary,confidence_score
CVE-2021-25487,Samsung,Mobile Devices,Samsung Mobile Devices Out-of-Bounds Read Vulnerability,"Samsung mobile devices contain an out-of-bounds read vulnerability within the modem interface driver due to a lack of boundary checking of a buffer in set_skb_priv(), leading to remote code execution by dereference of an invalid function pointer.",Apply updates per vendor instructions or discontinue use of the product if updates are unavailable,2023-06-29,2023-07-20,Unknown,https://security.samsungmobile.com/securityUpdate.smsb?year=2021&month=10; https://nvd.nist.gov/vuln/detail/CVE-2021-25487,CWE-125,CVE202125487|CWE125|mobiledevices|bounds|mobile devices|vulnerability|devices|cwe-125|samsung|cve-2021-25487|mobile|read,0.3,0.3,0.3,835,21,-815,0.3,0.7,1,True,0.9,0.9,False,True,0.405,MEDIUM,1,0.75
CVE-2020-11899,Treck TCP/IP stack,IPv6,Treck TCP/IP stack Out-of-Bounds Read Vulnerability,The Treck TCP/IP stack contains an IPv6 out-of-bounds read vulnerability.,Apply updates per vendor instructions.,2022-03-03,2022-03-17,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2020-11899,CWE-125,treck tcp/ip stack|CWE125|stack|bounds|vulnerability|trecktcp/ipstack|cwe-125|treck|CVE202011899|ipv6|cve-2020-11899|read,0.3,0.3,0.0,1318,14,-1305,0.3,1.0,1,True,0.9,0.9,False,True,0.405,MEDIUM,1,0.5
CVE-2024-1086,Linux,Kernel,Linux Kernel Use-After-Free Vulnerability,Linux kernel contains a use-after-free vulnerability in the netfilter: nf_tables component that allows an attacker to achieve local privilege escalation.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-05-30,2024-06-20,Unknown,"This vulnerability affects a common open-source component, third-party library, or a protocol used by different products. Please check with specific vendors for information on patching status. For more information, please see: https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?id=f342de4e2f33e0e39165d8639387aa6c19dff660;   https://nvd.nist.gov/vuln/detail/CVE-2024-1086",CWE-416,after|CWE416|kernel|escalation|vulnerability|cwe-416|CVE20241086|cve-2024-1086|linux|free,0.3,0.3,0.3,499,21,-479,0.3,0.7,1,True,0.9,0.9,False,True,0.405,MEDIUM,1,0.75
CVE-2015-1187,D-Link and TRENDnet,Multiple Devices,D-Link and TRENDnet Multiple Devices Remote Code Execution Vulnerability,The ping tool in multiple D-Link and TRENDnet devices allow remote attackers to perform remote code execution.,The impacted product is end-of-life and should be disconnected if still in use.,2022-03-25,2022-04-15,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2015-1187,CWE-287,dlink and trendnet|CVE20151187|remote|trendnet|multiple|cwe-287|CWE287|vulnerability|d-link and trendnet|multiple devices|devices|execution|code|link|cve-2015-1187|d-linkandtrendnet|multipledevices,0.3,0.3,0.3,1296,21,-1276,0.3,0.7,1,True,0.9,0.9,False,True,0.405,MEDIUM,1,0.75
CVE-2015-4068,Arcserve,Unified Data Protection (UDP),Arcserve Unified Data Protection (UDP) Directory Traversal Vulnerability,Directory traversal vulnerability in Arcserve UDP allows remote attackers to obtain sensitive information or cause a denial of service.,Apply updates per vendor instructions.,2022-03-25,2022-04-15,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2015-4068,CWE-22,unified|cwe-22|unifieddataprotection(udp)|vulnerability|CVE20154068|CWE22|unified data protection (udp)|protection|traversal|arcserve|directory|cve-2015-4068|data,0.3,0.3,0.30000000000000004,1296,21,-1276,0.3,0.7,1,True,0.9,0.9,False,True,0.405,MEDIUM,1,0.75
CVE-2020-12641,Roundcube,Roundcube Webmail,Roundcube Webmail Remote Code Execution Vulnerability,Roundcube Webmail contains an remote code execution vulnerability that allows attackers to execute code via shell metacharacters in a configuration setting for im_convert_path or im_identify_path.,Apply updates per vendor instructions.,2023-06-22,2023-07-13,Unknown,https://roundcube.net/news/2020/04/29/security-updates-1.4.4-1.3.11-and-1.2.10; https://nvd.nist.gov/vuln/detail/CVE-2020-12641,CWE-78,CVE202012641|remote|vulnerability|execution|roundcube webmail|webmail|cve-2020-12641|cwe-78|code|roundcubewebmail|CWE78|roundcube,0.3,0.3,0.3,842,21,-822,0.3,0.7,1,True,0.9,0.9,False,True,0.405,MEDIUM,1,0.75
CVE-2020-3452,Cisco,Adaptive Security Appliance (ASA) and Firepower Threat Defense (FTD),Cisco ASA and FTD Read-Only Path Traversal Vulnerability,Cisco Adaptive Security Appliance (ASA) and Firepower Threat Defense (FTD) contain an improper input validation vulnerability when HTTP requests process URLs.  An attacker could exploit this vulnerability by sending a crafted HTTP request containing directory traversal character sequences to an affected device. A successful exploit could allow the attacker to view arbitrary files within the web services file system on the targeted device.,Apply updates per vendor instructions.,2021-11-03,2022-05-03,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2020-3452,CWE-20,read|CVE20203452|cisco|adaptive security appliance (asa) and firepower threat defense (ftd)|path|vulnerability|cwe-20|only|traversal|CWE20|adaptivesecurityappliance(asa)andfirepowerthreatdefense(ftd)|cve-2020-3452,0.9,0.3,0.4,1438,181,-1258,0.3,0.4,1,True,0.9,0.9,False,True,0.405,MEDIUM,1,0.75
CVE-2017-11774,Microsoft,Office,Microsoft Office Outlook Security Feature Bypass Vulnerability,Microsoft Office Outlook contains a security feature bypass vulnerability due to improperly handling objects in memory. Successful exploitation allows an attacker to execute commands.,Apply updates per vendor instructions.,2021-11-03,2022-05-03,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2017-11774,CWE-119,cve-2017-11774|microsoft|office|bypass|CWE119|vulnerability|feature|security|outlook|CVE201711774|cwe-119,0.9,0.9,0.2,1438,181,-1258,0.3,0.4,1,True,0.9,0.9,False,True,0.405,MEDIUM,1,0.75
CVE-2021-21315,Npm package,System Information Library for Node.JS,System Information Library for Node.JS Command Injection,"In this vulnerability, an attacker can send a malicious payload that will exploit the name parameter. After successful exploitation, attackers can execute remote.",Apply updates per vendor instructions.,2022-01-18,2022-02-01,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2021-21315,CWE-78,command|system information library for node.js|cve-2021-21315|injection|information|library|node|systeminformationlibraryfornode.js|system|cwe-78|CWE78|npmpackage|CVE202121315|npm package,0.3,0.3,0.0,1362,14,-1349,0.3,1.0,1,True,0.9,0.9,False,True,0.405,MEDIUM,1,0.5
CVE-2023-36563,Microsoft,WordPad,Microsoft WordPad Information Disclosure Vulnerability,Microsoft WordPad contains an unspecified vulnerability that allows for information disclosure.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2023-10-10,2023-10-31,Unknown,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2023-36563;  https://nvd.nist.gov/vuln/detail/CVE-2023-36563,CWE-20,CVE202336563|microsoft|information|vulnerability|cwe-20|CWE20|disclosure|wordpad|cve-2023-36563,0.9,0.3,0.1,732,21,-712,0.3,0.7,1,True,0.9,0.9,False,True,0.405,MEDIUM,1,0.75
CVE-2014-1776,Microsoft,Internet Explorer,Microsoft Internet Explorer Memory Corruption Vulnerability,Microsoft Internet Explorer contains a memory corruption vulnerability that allows remote attackers to execute code in the context of the current user.,Apply updates per vendor instructions.,2022-01-28,2022-07-28,Unknown,https://learn.microsoft.com/en-us/security-updates/SecurityBulletins/2014/ms14-021?redirectedfrom=MSDN; https://nvd.nist.gov/vuln/detail/CVE-2014-1776,CWE-416,corruption|microsoft|CWE416|internet explorer|internet|cve-2014-1776|vulnerability|cwe-416|CVE20141776|explorer|memory|internetexplorer,0.9,0.9,0.2,1352,181,-1172,0.3,0.4,1,True,0.9,0.9,False,True,0.405,MEDIUM,1,0.75
CVE-2018-14839,LG,N1A1 NAS,LG N1A1 NAS Remote Command Execution Vulnerability,LG N1A1 NAS 3718.510 is affected by a remote code execution vulnerability.,Apply updates per vendor instructions.,2022-03-25,2022-04-15,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2018-14839,CWE-78,n1a1|command|n1a1nas|remote|cve-2018-14839|vulnerability|execution|lg|CVE201814839|cwe-78|CWE78|n1a1 nas,0.3,0.3,0.3,1296,21,-1276,0.3,0.7,1,True,0.9,0.9,False,True,0.405,MEDIUM,1,0.75
CVE-2023-28204,Apple,Multiple Products,Apple Multiple Products WebKit Out-of-Bounds Read Vulnerability,"Apple iOS, iPadOS, macOS, tvOS, watchOS, and Safari WebKit contain an out-of-bounds read vulnerability that may disclose sensitive information when processing maliciously crafted web content. This vulnerability could impact HTML parsers that use WebKit, including but not limited to Apple Safari and non-Apple products which rely on WebKit for HTML processing.",Apply updates per vendor instructions.,2023-05-22,2023-06-12,Unknown,"https://support.apple.com/HT213757, https://support.apple.com/HT213758, https://support.apple.com/HT213761, https://support.apple.com/HT213762, https://support.apple.com/HT213764, https://support.apple.com/HT213765;  https://nvd.nist.gov/vuln/detail/CVE-2023-28204",CWE-125,CWE125|multipleproducts|multiple products|multiple|apple|CVE202328204|bounds|vulnerability|products|cwe-125|cve-2023-28204|webkit|read,0.9,0.3,0.1,873,21,-853,0.3,0.7,1,True,0.9,0.9,False,True,0.405,MEDIUM,1,0.75
CVE-2021-27562,Arm,Trusted Firmware,Arm Trusted Firmware Out-of-Bounds Write Vulnerability,"Arm Trusted Firmware contains an out-of-bounds write vulnerability allowing the non-secure (NS) world to trigger a system halt, overwrite secure data, or print out secure data when calling secure functions under the non-secure processing environment (NSPE) handler mode. This vulnerability affects Yealink Device Management servers.",Apply updates per vendor instructions.,2021-11-03,2021-11-17,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2021-27562,CWE-787,firmware|trustedfirmware|cve-2021-27562|write|bounds|vulnerability|trusted firmware|CVE202127562|arm|trusted|CWE787|cwe-787,0.3,0.3,0.0,1438,14,-1425,0.3,1.0,1,True,0.9,0.9,False,True,0.405,MEDIUM,1,0.5
CVE-2021-28663,Arm,Mali Graphics Processing Unit (GPU),Arm Mali Graphics Processing Unit (GPU) Use-After-Free Vulnerability,"Arm Mali Graphics Processing Unit (GPU) kernel driver contains a use-after-free vulnerability that may allow a non-privileged user to make improper operations on GPU memory to gain root privilege, and/or disclose information.",Apply updates per vendor instructions.,2021-11-03,2021-11-17,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2021-28663,CWE-416,after|CWE416|cve-2021-28663|unit|processing|vulnerability|cwe-416|mali graphics processing unit (gpu)|maligraphicsprocessingunit(gpu)|CVE202128663|mali|arm|graphics|free,0.3,0.3,0.0,1438,14,-1425,0.3,1.0,1,True,0.9,0.9,False,True,0.405,MEDIUM,1,0.5
CVE-2020-9377,D-Link,DIR-610 Devices,D-Link DIR-610 Devices Remote Command Execution,D-Link DIR-610 devices allow remote code execution via the cmd parameter to command.php.,The impacted product is end-of-life and should be disconnected if still in use.,2022-03-25,2022-04-15,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2020-9377,CWE-78,command|dir-610devices|CVE20209377|remote|dlink|CWE78|d-link|dir-610 devices|devices|execution|cwe-78|dir610 devices|link|cve-2020-9377,0.3,0.3,0.3,1296,21,-1276,0.3,0.7,1,True,0.9,0.9,False,True,0.405,MEDIUM,1,0.75
CVE-2023-28205,Apple,Multiple Products,Apple Multiple Products WebKit Use-After-Free Vulnerability,"Apple iOS, iPadOS, macOS, and Safari WebKit contain a use-after-free vulnerability that leads to code execution when processing maliciously crafted web content. This vulnerability could impact HTML parsers that use WebKit, including but not limited to Apple Safari and non-Apple products which rely on WebKit for HTML processing.",Apply updates per vendor instructions.,2023-04-10,2023-05-01,Unknown,"https://support.apple.com/en-us/HT213720,https://support.apple.com/en-us/HT213721,https://support.apple.com/en-us/HT213722,https://support.apple.com/en-us/HT213723;  https://nvd.nist.gov/vuln/detail/CVE-2023-28205",CWE-416,after|multipleproducts|CWE416|multiple products|multiple|apple|vulnerability|cwe-416|products|CVE202328205|cve-2023-28205|webkit|free,0.9,0.3,0.1,915,21,-895,0.3,0.7,1,True,0.9,0.9,False,True,0.405,MEDIUM,1,0.75
CVE-2013-1690,Mozilla,Firefox and Thunderbird,Mozilla Firefox and Thunderbird Denial-of-Service Vulnerability,"Mozilla Firefox and Thunderbird do not properly handle onreadystatechange events in conjunction with page reloading, which allows remote attackers to cause a denial-of-service (DoS) or possibly execute malicious code via a crafted web site.",Apply updates per vendor instructions.,2022-03-28,2022-04-18,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2013-1690,CWE-119,service|firefoxandthunderbird|cve-2013-1690|CWE119|vulnerability|CVE20131690|firefox and thunderbird|firefox|thunderbird|denial|mozilla|cwe-119,0.3,0.9,0.1,1293,21,-1273,0.3,0.7,1,True,0.9,0.9,False,True,0.405,MEDIUM,1,0.75
CVE-2023-28206,Apple,"iOS, iPadOS, and macOS","Apple iOS, iPadOS, and macOS IOSurfaceAccelerator Out-of-Bounds Write Vulnerability","Apple iOS, iPadOS, and macOS IOSurfaceAccelerator contain an out-of-bounds write vulnerability that allows an app to execute code with kernel privileges.",Apply updates per vendor instructions.,2023-04-10,2023-05-01,Unknown,"https://support.apple.com/en-us/HT213720, https://support.apple.com/en-us/HT213721; https://nvd.nist.gov/vuln/detail/CVE-2023-28206",CWE-787,"write|apple|bounds|vulnerability|iosurfaceaccelerator|ios, ipados, and macos|CWE787|CVE202328206|macos|ios,ipados,andmacos|cve-2023-28206|ipados|cwe-787",0.9,0.3,0.1,915,21,-895,0.3,0.7,1,True,0.9,0.9,False,True,0.405,MEDIUM,1,0.75
CVE-2020-8260,Ivanti,Pulse Connect Secure,Ivanti Pulse Connect Secure Code Execution Vulnerability,Pulse Connect Secure contains an unspecified vulnerability that allows an authenticated attacker to perform code execution using uncontrolled gzip extraction.,Apply updates per vendor instructions.,2021-11-03,2021-04-23,Unknown,Reference CISA's ED 21-03 (https://www.cisa.gov/news-events/directives/ed-21-03-mitigate-pulse-connect-secure-product-vulnerabilities) for further guidance and requirements. Note: The due date for addressing this vulnerability aligns with the requirements outlined in ED 21-03. https://nvd.nist.gov/vuln/detail/CVE-2020-8260,CWE-434,secure|pulse connect secure|pulse|connect|vulnerability|execution|cve-2020-8260|CVE20208260|ivanti|code|cwe-434|CWE434|pulseconnectsecure,0.3,0.3,0.0,1438,-194,-1633,0.3,1.0,1,True,0.9,0.9,False,True,0.405,MEDIUM,1,0.5
CVE-2023-32315,Ignite Realtime,Openfire,Ignite Realtime Openfire Path Traversal Vulnerability,Ignite Realtime Openfire contains a path traversal vulnerability that allows an unauthenticated attacker to access restricted pages in the Openfire Admin Console reserved for administrative users.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2023-08-24,2023-09-14,Unknown,https://www.igniterealtime.org/downloads/#openfire;  https://nvd.nist.gov/vuln/detail/CVE-2023-32315,CWE-22,openfire|ignite realtime|cwe-22|realtime|path|vulnerability|CWE22|CVE202332315|traversal|igniterealtime|ignite|cve-2023-32315,0.3,0.3,0.3,779,21,-759,0.3,0.7,1,True,0.9,0.9,False,True,0.405,MEDIUM,1,0.75
CVE-2022-32917,Apple,"iOS, iPadOS, and macOS","Apple iOS, iPadOS, and macOS Remote Code Execution Vulnerability","Apple kernel, which is included in iOS, iPadOS, and macOS, contains an unspecified vulnerability where an application may be able to execute code with kernel privileges.",Apply updates per vendor instructions.,2022-09-14,2022-10-05,Unknown,"https://support.apple.com/en-us/HT213445, https://support.apple.com/en-us/HT213444;  https://nvd.nist.gov/vuln/detail/CVE-2022-32917",CWE-20|CWE-787,"remote|apple|vulnerability|CVE202232917|ios, ipados, and macos|execution|cwe-20|CWE787|macos|cve-2022-32917|code|CWE20|ios,ipados,andmacos|ipados|cwe-787",0.9,0.3,0.1,1123,21,-1103,0.3,0.7,2,True,0.9,0.9,False,True,0.405,MEDIUM,1,0.75
CVE-2025-24201,Apple,Multiple Products,Apple Multiple Products WebKit Out-of-Bounds Write Vulnerability,"Apple iOS, iPadOS, macOS, and other Apple products contain an out-of-bounds write vulnerability in WebKit that may allow maliciously crafted web content to break out of Web Content sandbox. This vulnerability could impact HTML parsers that use WebKit, including but not limited to Apple Safari and non-Apple products which rely on WebKit for HTML processing.","Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-03-13,2025-04-03,Unknown,https://support.apple.com/en-us/122281 ; https://support.apple.com/en-us/122283 ; https://support.apple.com/en-us/122284 ; https://support.apple.com/en-us/122285 ; ; https://nvd.nist.gov/vuln/detail/CVE-2025-24201,CWE-787,cve-2025-24201|write|multipleproducts|multiple products|multiple|apple|bounds|vulnerability|products|webkit|cwe-787|CWE787|CVE202524201,0.9,0.3,0.1,212,21,-192,0.3,0.7,1,True,0.9,0.9,False,True,0.405,MEDIUM,1,1.0
CVE-2016-3714,ImageMagick,ImageMagick,ImageMagick Improper Input Validation Vulnerability,"ImageMagick contains an improper input validation vulnerability that affects the EPHEMERAL, HTTPS, MVG, MSL, TEXT, SHOW, WIN, and PLT coders. This allows a remote attacker to execute arbitrary code via shell metacharacters in a crafted image.",Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-09-09,2024-09-30,Unknown,"This vulnerability affects a common open-source component, third-party library, or a protocol used by different products. For more information, please see: https://www.imagemagick.org/discourse-server/viewtopic.php?f=4&t=29588#p132726, https://imagemagick.org/archive/releases/; https://nvd.nist.gov/vuln/detail/CVE-2016-3714",CWE-20,CVE20163714|validation|input|vulnerability|cwe-20|imagemagick|improper|cve-2016-3714|CWE20,0.3,0.3,0.3,397,21,-377,0.3,0.7,1,True,0.9,0.9,False,True,0.405,MEDIUM,1,0.75
CVE-2021-1048,Android,Kernel,Android Kernel Use-After-Free Vulnerability,Android kernel contains a use-after-free vulnerability that allows for privilege escalation.,Apply updates per vendor instructions.,2022-05-23,2022-06-13,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2021-1048,CWE-416,after|CWE416|android|kernel|cve-2021-1048|escalation|vulnerability|cwe-416|CVE20211048|free,0.3,0.3,0.3,1237,21,-1217,0.3,0.7,1,True,0.9,0.9,False,True,0.405,MEDIUM,1,0.75
CVE-2020-10189,Zoho,ManageEngine,Zoho ManageEngine Desktop Central File Upload Vulnerability,Zoho ManageEngine Desktop Central contains a file upload vulnerability that allows for unauthenticated remote code execution.,Apply updates per vendor instructions.,2021-11-03,2022-05-03,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2020-10189,CWE-502,zoho|desktop|central|file|cwe-502|CVE202010189|vulnerability|cve-2020-10189|manageengine|CWE502|upload,0.3,0.3,0.6,1438,181,-1258,0.3,0.4,1,True,0.9,0.9,False,True,0.405,MEDIUM,1,0.75
CVE-2021-3493,Linux,Kernel,Linux Kernel Privilege Escalation Vulnerability,"The overlayfs stacking file system in Linux kernel does not properly validate the application of file capabilities against user namespaces, which could lead to privilege escalation.",Apply updates per vendor instructions.,2022-10-20,2022-11-10,Unknown,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?id=7c03e2cda4a584cadc398e8f6641ca9988a39d52; https://nvd.nist.gov/vuln/detail/CVE-2021-3493,CWE-862,kernel|CVE20213493|escalation|vulnerability|CWE862|cve-2021-3493|cwe-862|privilege|linux,0.3,0.3,0.3,1087,21,-1067,0.3,0.7,1,True,0.9,0.9,False,True,0.405,MEDIUM,1,0.75
CVE-2025-22226,VMware,"ESXi, Workstation, and Fusion","VMware ESXi, Workstation, and Fusion Information Disclosure Vulnerability","VMware ESXi, Workstation, and Fusion contain an information disclosure vulnerability due to an out-of-bounds read in HGFS. Successful exploitation allows an attacker with administrative privileges to a virtual machine to leak memory from the vmx process.","Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-03-04,2025-03-25,Unknown,https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/25390 ; https://nvd.nist.gov/vuln/detail/CVE-2025-22226,CWE-125,"CWE125|vmware|fusion|cve-2025-22226|information|vulnerability|esxi, workstation, and fusion|esxi|cwe-125|esxi,workstation,andfusion|workstation|disclosure|CVE202522226",0.9,0.3,0.1,221,21,-201,0.3,0.7,1,True,0.9,0.9,False,True,0.405,MEDIUM,1,1.0
CVE-2016-6367,Cisco,Adaptive Security Appliance (ASA),Cisco Adaptive Security Appliance (ASA) CLI Remote Code Execution Vulnerability,"A vulnerability in the command-line interface (CLI) parser of Cisco ASA software could allow an authenticated, local attacker to create a denial-of-service (DoS) condition or potentially execute code.",Apply updates per vendor instructions.,2022-05-24,2022-06-14,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2016-6367,CWE-77,adaptivesecurityappliance(asa)|cisco|remote|vulnerability|execution|security|appliance|adaptive|CVE20166367|code|adaptive security appliance (asa)|cve-2016-6367|CWE77|cwe-77,0.9,0.3,0.1,1236,21,-1216,0.3,0.7,1,True,0.9,0.9,False,True,0.405,MEDIUM,1,0.75
CVE-2024-28987,SolarWinds,Web Help Desk,SolarWinds Web Help Desk Hardcoded Credential Vulnerability,"SolarWinds Web Help Desk contains a hardcoded credential vulnerability that could allow a remote, unauthenticated user to access internal functionality and modify data.",Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-10-15,2024-11-05,Unknown,https://www.solarwinds.com/trust-center/security-advisories/cve-2024-28987 ; https://nvd.nist.gov/vuln/detail/CVE-2024-28987,CWE-798,webhelpdesk|solarwinds|credential|cve-2024-28987|web help desk|vulnerability|CWE798|desk|hardcoded|cwe-798|CVE202428987|help,0.3,0.3,0.3,361,21,-341,0.3,0.7,1,True,0.9,0.9,False,True,0.405,MEDIUM,1,1.0
CVE-2022-42827,Apple,iOS and iPadOS,Apple iOS and iPadOS Out-of-Bounds Write Vulnerability,Apple iOS and iPadOS kernel contain an out-of-bounds write vulnerability which can allow an application to perform code execution with kernel privileges.,Apply updates per vendor instructions.,2022-10-25,2022-11-15,Unknown,https://support.apple.com/en-us/HT213489;  https://nvd.nist.gov/vuln/detail/CVE-2022-42827,CWE-20|CWE-787,write|CWE20|iosandipados|apple|bounds|vulnerability|cwe-20|CWE787|cve-2022-42827|CVE202242827|ipados|ios and ipados|cwe-787,0.9,0.3,0.1,1082,21,-1062,0.3,0.7,2,True,0.9,0.9,False,True,0.405,MEDIUM,1,0.75
CVE-2020-16010,Google,Chrome for Android UI,Google Chrome for Android UI Heap Buffer Overflow Vulnerability,"Google Chrome for Android UI contains a heap buffer overflow vulnerability that allows a remote attacker, who has compromised the renderer process, to potentially perform a sandbox escape via a crafted HTML page.",Apply updates per vendor instructions.,2021-11-03,2022-05-03,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2020-16010,CWE-787,android|heap|overflow|CVE202016010|vulnerability|chrome for android ui|chrome|chromeforandroidui|buffer|google|CWE787|cwe-787|cve-2020-16010,0.9,0.9,0.2,1438,181,-1258,0.3,0.4,1,True,0.9,0.9,False,True,0.405,MEDIUM,1,0.75
CVE-2023-43770,Roundcube,Webmail,Roundcube Webmail Persistent Cross-Site Scripting (XSS) Vulnerability,Roundcube Webmail contains a persistent cross-site scripting (XSS) vulnerability that can lead to information disclosure via malicious link references in plain/text messages.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-02-12,2024-03-04,Unknown,https://roundcube.net/news/2023/09/15/security-update-1.6.3-released ;  https://nvd.nist.gov/vuln/detail/CVE-2023-43770,CWE-79,persistent|cve-2023-43770|CVE202343770|site|scripting|vulnerability|xss|webmail|CWE79|cwe-79|roundcube|cross,0.3,0.3,0.30000000000000004,607,21,-587,0.3,0.7,1,True,0.9,0.9,False,True,0.405,MEDIUM,1,0.75
CVE-2021-0920,Android,Kernel,Android Kernel Race Condition Vulnerability,"Android kernel contains a race condition, which allows for a use-after-free vulnerability. Exploitation can allow for privilege escalation.",Apply updates per vendor instructions.,2022-05-23,2022-06-13,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2021-0920,CWE-362|CWE-416,CWE416|CVE20210920|android|kernel|escalation|condition|vulnerability|cwe-416|cwe-362|race|CWE362|cve-2021-0920,0.3,0.3,0.3,1237,21,-1217,0.3,0.7,2,True,0.9,0.65,False,True,0.405,MEDIUM,1,0.75
CVE-2024-28986,SolarWinds,Web Help Desk,SolarWinds Web Help Desk Deserialization of Untrusted Data Vulnerability,SolarWinds Web Help Desk contains a deserialization of untrusted data vulnerability that could allow for remote code execution.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-08-15,2024-09-05,Unknown,https://www.solarwinds.com/trust-center/security-advisories/cve-2024-28986; https://nvd.nist.gov/vuln/detail/CVE-2024-28986,CWE-502,webhelpdesk|solarwinds|deserialization|CVE202428986|cwe-502|web help desk|cve-2024-28986|vulnerability|desk|untrusted|data|CWE502|help,0.3,0.3,0.3,422,21,-402,0.3,0.7,1,True,0.9,0.9,False,True,0.405,MEDIUM,1,0.75
CVE-2022-35405,Zoho,ManageEngine,Zoho ManageEngine Multiple Products Remote Code Execution Vulnerability,"Zoho ManageEngine PAM360, Password Manager Pro, and Access Manager Plus contain an unspecified vulnerability that allows for remote code execution.",Apply updates per vendor instructions.,2022-09-22,2022-10-13,Unknown,https://www.manageengine.com/products/passwordmanagerpro/advisory/cve-2022-35405.html;  https://nvd.nist.gov/vuln/detail/CVE-2022-35405,CWE-502,CVE202235405|zoho|remote|multiple|cwe-502|cve-2022-35405|vulnerability|products|execution|code|manageengine|CWE502,0.3,0.3,0.3,1115,21,-1095,0.3,0.7,1,True,0.9,0.9,False,True,0.405,MEDIUM,1,0.75
CVE-2022-26258,D-Link,DIR-820L,D-Link DIR-820L Remote Code Execution Vulnerability,D-Link DIR-820L contains an unspecified vulnerability in Device Name parameter in /lan.asp which allows for remote code execution.,The impacted product is end-of-life and should be disconnected if still in use.,2022-09-08,2022-09-29,Unknown,https://supportannouncement.us.dlink.com/announcement/publication.aspx?name=SAP10295;  https://nvd.nist.gov/vuln/detail/CVE-2022-26258,CWE-78,820l|remote|dlink|d-link|vulnerability|cve-2022-26258|execution|dir-820l|code|cwe-78|CWE78|link|CVE202226258|dir820l,0.3,0.3,0.3,1129,21,-1109,0.3,0.7,1,True,0.9,0.9,False,True,0.405,MEDIUM,1,0.75
CVE-2021-4034,Red Hat,Polkit,Red Hat Polkit Out-of-Bounds Read and Write Vulnerability,The Red Hat polkit pkexec utility contains an out-of-bounds read and write vulnerability that allows for privilege escalation with administrative rights.,Apply updates per vendor instructions.,2022-06-27,2022-07-18,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2021-4034,CWE-787,red hat|write|escalation|bounds|vulnerability|redhat|cwe-787|CVE20214034|CWE787|polkit|cve-2021-4034|read,0.3,0.3,0.3,1202,21,-1182,0.3,0.7,1,True,0.9,0.9,False,True,0.405,MEDIUM,1,0.75
CVE-2024-57968,Advantive,VeraCore,Advantive VeraCore Unrestricted File Upload Vulnerability,Advantive VeraCore contains an unrestricted file upload vulnerability that allows a remote unauthenticated attacker to upload files to unintended folders via upload.apsx.,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-03-10,2025-03-31,Unknown,https://advantive.my.site.com/support/s/article/VeraCore-Release-Notes-2024-4-2-1 ; https://nvd.nist.gov/vuln/detail/CVE-2024-57968,CWE-434,cve-2024-57968|unrestricted|file|vulnerability|advantive|CVE202457968|veracore|cwe-434|CWE434|upload,0.3,0.3,0.3,215,21,-195,0.3,0.7,1,True,0.9,0.9,False,True,0.405,MEDIUM,1,1.0
